date,iso,state,city,place_type,cases,deaths,recovered
2020-03-23,ACT,Australian Capital Territory,,territory,32,0,0
2020-03-24,ACT,Australian Capital Territory,,territory,39,0,0
2020-03-25,ACT,Australian Capital Territory,,territory,44,0,0
2020-03-26,ACT,Australian Capital Territory,,territory,53,0,1
2020-03-27,ACT,Australian Capital Territory,,territory,62,0,2
2020-03-28,ACT,Australian Capital Territory,,territory,71,0,2
2020-03-29,ACT,Australian Capital Territory,,territory,77,0,2
2020-03-30,ACT,Australian Capital Territory,,territory,78,1,2
2020-03-31,ACT,Australian Capital Territory,,territory,80,1,3
2020-04-01,ACT,Australian Capital Territory,,territory,84,1,8
2020-04-02,ACT,Australian Capital Territory,,territory,87,1,11
2020-04-03,ACT,Australian Capital Territory,,territory,91,1,18
2020-04-04,ACT,Australian Capital Territory,,territory,93,2,18
2020-04-05,ACT,Australian Capital Territory,,territory,96,2,28
2020-04-06,ACT,Australian Capital Territory,,territory,96,2,40
2020-04-07,ACT,Australian Capital Territory,,territory,97,2,42
2020-04-08,ACT,Australian Capital Territory,,territory,99,2,47
2020-04-09,ACT,Australian Capital Territory,,territory,100,2,54
2020-04-10,ACT,Australian Capital Territory,,territory,103,2,59
2020-04-11,ACT,Australian Capital Territory,,territory,103,2,62
2020-04-12,ACT,Australian Capital Territory,,territory,102,2,67
2020-04-13,ACT,Australian Capital Territory,,territory,103,2,73
2020-04-14,ACT,Australian Capital Territory,,territory,103,2,75
2020-04-15,ACT,Australian Capital Territory,,territory,103,3,77
2020-04-16,ACT,Australian Capital Territory,,territory,103,3,79
2020-04-17,ACT,Australian Capital Territory,,territory,103,3,81
2020-04-18,ACT,Australian Capital Territory,,territory,103,3,88
2020-04-19,ACT,Australian Capital Territory,,territory,103,3,89
2020-04-20,ACT,Australian Capital Territory,,territory,104,3,91
2020-04-21,ACT,Australian Capital Territory,,territory,104,3,92
2020-04-22,ACT,Australian Capital Territory,,territory,104,3,93
2020-04-23,ACT,Australian Capital Territory,,territory,104,3,93
2020-04-24,ACT,Australian Capital Territory,,territory,105,3,97
2020-04-25,ACT,Australian Capital Territory,,territory,106,3,98
2020-04-26,ACT,Australian Capital Territory,,territory,106,3,99
2020-04-27,ACT,Australian Capital Territory,,territory,106,3,100
2020-04-28,ACT,Australian Capital Territory,,territory,106,3,101
2020-04-29,ACT,Australian Capital Territory,,territory,106,3,101
2020-04-30,ACT,Australian Capital Territory,,territory,106,3,103
2020-05-01,ACT,Australian Capital Territory,,territory,106,3,103
2020-05-02,ACT,Australian Capital Territory,,territory,106,3,103
2020-05-03,ACT,Australian Capital Territory,,territory,106,3,103
2020-05-04,ACT,Australian Capital Territory,,territory,107,3,103
2020-05-05,ACT,Australian Capital Territory,,territory,107,3,103
2020-05-06,ACT,Australian Capital Territory,,territory,107,3,103
2020-05-07,ACT,Australian Capital Territory,,territory,107,3,103
2020-05-08,ACT,Australian Capital Territory,,territory,107,3,103
2020-05-09,ACT,Australian Capital Territory,,territory,107,3,103
2020-05-10,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-11,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-12,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-13,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-14,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-15,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-16,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-17,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-18,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-19,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-20,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-21,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-22,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-23,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-24,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-25,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-26,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-27,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-28,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-29,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-30,ACT,Australian Capital Territory,,territory,107,3,104
2020-05-31,ACT,Australian Capital Territory,,territory,107,3,104
2020-06-01,ACT,Australian Capital Territory,,territory,107,3,104
2020-06-02,ACT,Australian Capital Territory,,territory,107,3,104
2020-06-03,ACT,Australian Capital Territory,,territory,107,3,104
2020-06-04,ACT,Australian Capital Territory,,territory,107,3,104
2020-06-05,ACT,Australian Capital Territory,,territory,107,3,104
2020-06-06,ACT,Australian Capital Territory,,territory,107,3,104
2020-06-07,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-08,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-09,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-10,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-11,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-12,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-13,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-14,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-15,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-16,ACT,Australian Capital Territory,,territory,108,3,104
2020-06-17,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-18,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-19,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-20,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-21,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-22,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-23,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-24,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-25,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-26,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-27,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-28,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-29,ACT,Australian Capital Territory,,territory,108,3,105
2020-06-30,ACT,Australian Capital Territory,,territory,108,3,105
2020-07-01,ACT,Australian Capital Territory,,territory,108,3,105
2020-07-02,ACT,Australian Capital Territory,,territory,108,3,105
2020-07-03,ACT,Australian Capital Territory,,territory,108,3,105
2020-07-04,ACT,Australian Capital Territory,,territory,108,3,105
2020-07-05,ACT,Australian Capital Territory,,territory,108,3,105
2020-07-06,ACT,Australian Capital Territory,,territory,108,3,105
2020-07-07,ACT,Australian Capital Territory,,territory,108,3,105
2020-07-08,ACT,Australian Capital Territory,,territory,111,3,105
2020-07-09,ACT,Australian Capital Territory,,territory,112,3,105
2020-07-10,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-11,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-12,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-13,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-14,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-15,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-16,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-17,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-18,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-19,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-20,ACT,Australian Capital Territory,,territory,113,3,105
2020-07-21,ACT,Australian Capital Territory,,territory,113,3,107
2020-07-22,ACT,Australian Capital Territory,,territory,113,3,107
2020-07-23,ACT,Australian Capital Territory,,territory,113,3,109
2020-07-24,ACT,Australian Capital Territory,,territory,113,3,109
2020-07-25,ACT,Australian Capital Territory,,territory,113,3,109
2020-07-26,ACT,Australian Capital Territory,,territory,113,3,109
2020-07-27,ACT,Australian Capital Territory,,territory,113,3,109
2020-07-28,ACT,Australian Capital Territory,,territory,113,3,109
2020-07-29,ACT,Australian Capital Territory,,territory,113,3,109
2020-07-30,ACT,Australian Capital Territory,,territory,113,3,109
2020-07-31,ACT,Australian Capital Territory,,territory,113,3,109
2020-08-01,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-02,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-03,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-04,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-05,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-06,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-07,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-08,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-09,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-10,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-11,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-12,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-13,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-14,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-15,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-16,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-17,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-18,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-19,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-20,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-21,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-22,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-23,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-24,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-25,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-26,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-27,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-28,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-29,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-30,ACT,Australian Capital Territory,,territory,113,3,110
2020-08-31,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-01,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-02,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-03,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-04,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-05,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-06,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-07,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-08,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-09,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-10,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-11,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-12,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-13,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-14,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-15,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-16,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-17,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-18,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-19,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-20,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-21,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-22,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-23,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-24,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-25,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-26,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-27,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-28,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-29,ACT,Australian Capital Territory,,territory,113,3,110
2020-09-30,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-01,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-02,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-03,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-04,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-05,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-06,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-07,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-08,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-09,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-10,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-11,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-12,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-13,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-14,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-15,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-16,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-17,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-18,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-19,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-20,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-21,ACT,Australian Capital Territory,,territory,113,3,110
2020-10-22,ACT,Australian Capital Territory,,territory,114,3,110
2020-10-23,ACT,Australian Capital Territory,,territory,114,3,110
2020-10-24,ACT,Australian Capital Territory,,territory,114,3,110
2020-10-25,ACT,Australian Capital Territory,,territory,114,3,110
2020-10-26,ACT,Australian Capital Territory,,territory,114,3,110
2020-10-27,ACT,Australian Capital Territory,,territory,114,3,110
2020-10-28,ACT,Australian Capital Territory,,territory,114,3,110
2020-10-29,ACT,Australian Capital Territory,,territory,114,3,110
2020-10-30,ACT,Australian Capital Territory,,territory,114,3,111
2020-10-31,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-01,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-02,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-03,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-04,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-05,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-06,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-07,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-08,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-09,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-10,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-11,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-12,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-13,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-14,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-15,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-16,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-17,ACT,Australian Capital Territory,,territory,114,3,111
2020-11-18,ACT,Australian Capital Territory,,territory,115,3,111
2020-11-19,ACT,Australian Capital Territory,,territory,115,3,111
2020-11-20,ACT,Australian Capital Territory,,territory,115,3,111
2020-11-21,ACT,Australian Capital Territory,,territory,115,3,111
2020-11-22,ACT,Australian Capital Territory,,territory,115,3,111
2020-11-23,ACT,Australian Capital Territory,,territory,115,3,111
2020-11-24,ACT,Australian Capital Territory,,territory,115,3,111
2020-11-25,ACT,Australian Capital Territory,,territory,115,3,111
2020-11-26,ACT,Australian Capital Territory,,territory,115,3,112
2020-11-27,ACT,Australian Capital Territory,,territory,116,3,112
2020-11-28,ACT,Australian Capital Territory,,territory,117,3,112
2020-11-29,ACT,Australian Capital Territory,,territory,117,3,112
2020-11-30,ACT,Australian Capital Territory,,territory,117,3,112
2020-12-01,ACT,Australian Capital Territory,,territory,117,3,112
2020-12-02,ACT,Australian Capital Territory,,territory,117,3,112
2020-12-03,ACT,Australian Capital Territory,,territory,117,3,112
2020-12-04,ACT,Australian Capital Territory,,territory,117,3,112
2020-12-05,ACT,Australian Capital Territory,,territory,117,3,113
2020-12-06,ACT,Australian Capital Territory,,territory,117,3,113
2020-12-07,ACT,Australian Capital Territory,,territory,117,3,113
2020-12-08,ACT,Australian Capital Territory,,territory,117,3,113
2020-12-09,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-10,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-11,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-12,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-13,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-14,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-15,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-16,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-17,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-18,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-19,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-20,ACT,Australian Capital Territory,,territory,117,3,114
2020-12-21,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-22,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-23,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-24,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-25,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-26,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-27,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-28,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-29,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-30,ACT,Australian Capital Territory,,territory,118,3,114
2020-12-31,ACT,Australian Capital Territory,,territory,118,3,114
2021-01-01,ACT,Australian Capital Territory,,territory,118,3,114
2021-01-02,ACT,Australian Capital Territory,,territory,118,3,114
2021-01-03,ACT,Australian Capital Territory,,territory,118,3,114
2021-01-04,ACT,Australian Capital Territory,,territory,118,3,
2021-01-05,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-06,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-07,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-08,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-09,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-10,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-11,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-12,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-13,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-14,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-15,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-16,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-17,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-18,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-19,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-20,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-21,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-22,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-23,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-24,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-25,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-26,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-27,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-28,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-29,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-30,ACT,Australian Capital Territory,,territory,118,3,115
2021-01-31,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-01,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-02,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-03,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-04,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-05,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-06,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-07,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-08,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-09,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-10,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-11,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-12,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-13,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-14,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-15,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-16,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-17,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-18,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-19,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-20,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-21,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-22,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-23,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-24,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-25,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-26,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-27,ACT,Australian Capital Territory,,territory,118,3,115
2021-02-28,ACT,Australian Capital Territory,,territory,118,3,115
2021-03-01,ACT,Australian Capital Territory,,territory,118,3,115
2021-03-02,ACT,Australian Capital Territory,,territory,118,3,115
2021-03-03,ACT,Australian Capital Territory,,territory,120,3,115
2021-03-04,ACT,Australian Capital Territory,,territory,120,3,115
2021-03-05,ACT,Australian Capital Territory,,territory,120,3,115
2021-03-06,ACT,Australian Capital Territory,,territory,120,3,115
2021-03-07,ACT,Australian Capital Territory,,territory,122,3,115
2021-03-08,ACT,Australian Capital Territory,,territory,122,3,115
2021-03-09,ACT,Australian Capital Territory,,territory,122,3,115
2021-03-10,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-11,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-12,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-13,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-14,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-15,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-16,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-17,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-18,ACT,Australian Capital Territory,,territory,123,3,115
2021-03-19,ACT,Australian Capital Territory,,territory,123,3,116
2021-03-20,ACT,Australian Capital Territory,,territory,123,3,116
2021-03-21,ACT,Australian Capital Territory,,territory,123,3,116
2021-03-22,ACT,Australian Capital Territory,,territory,123,3,116
2021-03-23,ACT,Australian Capital Territory,,territory,123,3,116
2021-03-24,ACT,Australian Capital Territory,,territory,123,3,117
2021-03-25,ACT,Australian Capital Territory,,territory,123,3,118
2021-03-26,ACT,Australian Capital Territory,,territory,123,3,119
2021-03-27,ACT,Australian Capital Territory,,territory,123,3,120
2021-03-28,ACT,Australian Capital Territory,,territory,123,3,120
2021-03-29,ACT,Australian Capital Territory,,territory,123,3,120
2021-03-30,ACT,Australian Capital Territory,,territory,123,3,120
2021-03-31,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-01,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-02,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-03,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-04,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-05,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-06,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-07,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-08,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-09,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-10,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-11,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-12,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-13,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-14,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-15,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-16,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-17,ACT,Australian Capital Territory,,territory,123,3,120
2021-04-18,ACT,Australian Capital Territory,,territory,123,3,120
