date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-03-21,BA,,state,41,0,14,False,14873064,29,0.27567,0.0000
2020-03-20,BA,,state,34,0,13,False,14873064,29,0.22860,0.0000
2020-03-19,BA,,state,31,0,12,False,14873064,29,0.20843,0.0000
2020-03-18,BA,,state,27,0,11,False,14873064,29,0.18154,0.0000
2020-03-17,BA,,state,14,0,10,False,14873064,29,0.09413,0.0000
2020-03-16,BA,,state,10,0,9,False,14873064,29,0.06724,0.0000
2020-03-15,BA,,state,9,0,8,False,14873064,29,0.06051,0.0000
2020-03-13,BA,,state,7,0,7,False,14873064,29,0.04706,0.0000
2020-03-12,BA,,state,3,0,6,False,14873064,29,0.02017,0.0000
2020-03-11,BA,,state,3,0,5,False,14873064,29,0.02017,0.0000
2020-03-10,BA,,state,2,0,4,False,14873064,29,0.01345,0.0000
2020-03-09,BA,,state,2,0,3,False,14873064,29,0.01345,0.0000
2020-03-07,BA,,state,2,0,2,False,14873064,29,0.01345,0.0000
2020-03-06,BA,,state,1,0,1,False,14873064,29,0.00672,0.0000
2020-06-27,BA,Abaré,city,2,0,43,True,20086,2900207,9.95718,0.0000
2020-06-26,BA,Abaré,city,1,0,42,False,20086,2900207,4.97859,0.0000
2020-06-25,BA,Abaré,city,1,0,41,False,20086,2900207,4.97859,0.0000
2020-06-24,BA,Abaré,city,1,0,40,False,20086,2900207,4.97859,0.0000
2020-06-23,BA,Abaré,city,1,0,39,False,20086,2900207,4.97859,0.0000
2020-06-22,BA,Abaré,city,1,0,38,False,20086,2900207,4.97859,0.0000
2020-06-21,BA,Abaré,city,1,0,37,False,20086,2900207,4.97859,0.0000
2020-06-20,BA,Abaré,city,0,0,36,False,20086,2900207,,0.0000
2020-06-19,BA,Abaré,city,0,0,35,False,20086,2900207,,0.0000
2020-06-18,BA,Abaré,city,0,0,34,False,20086,2900207,,0.0000
2020-06-17,BA,Abaré,city,0,0,33,False,20086,2900207,,0.0000
2020-06-16,BA,Abaré,city,0,0,32,False,20086,2900207,,0.0000
2020-06-15,BA,Abaré,city,0,0,31,False,20086,2900207,,0.0000
2020-06-14,BA,Abaré,city,0,0,30,False,20086,2900207,,0.0000
2020-06-13,BA,Abaré,city,0,0,29,False,20086,2900207,,0.0000
2020-06-12,BA,Abaré,city,0,0,28,False,20086,2900207,,0.0000
2020-06-11,BA,Abaré,city,0,0,27,False,20086,2900207,,0.0000
2020-06-10,BA,Abaré,city,0,0,26,False,20086,2900207,,0.0000
2020-06-09,BA,Abaré,city,0,0,25,False,20086,2900207,,0.0000
2020-06-07,BA,Abaré,city,0,0,24,False,20086,2900207,,0.0000
2020-06-06,BA,Abaré,city,0,0,23,False,20086,2900207,,0.0000
2020-06-05,BA,Abaré,city,0,0,22,False,20086,2900207,,0.0000
2020-06-04,BA,Abaré,city,0,0,21,False,20086,2900207,,0.0000
2020-06-03,BA,Abaré,city,0,0,20,False,20086,2900207,,0.0000
2020-06-02,BA,Abaré,city,0,0,19,False,20086,2900207,,0.0000
2020-06-01,BA,Abaré,city,0,0,18,False,20086,2900207,,0.0000
2020-05-31,BA,Abaré,city,0,0,17,False,20086,2900207,,0.0000
2020-05-30,BA,Abaré,city,0,0,16,False,20086,2900207,,0.0000
2020-05-29,BA,Abaré,city,0,0,15,False,20086,2900207,,0.0000
2020-05-28,BA,Abaré,city,0,0,14,False,20086,2900207,,0.0000
2020-05-27,BA,Abaré,city,0,0,13,False,20086,2900207,,0.0000
2020-05-26,BA,Abaré,city,0,0,12,False,20086,2900207,,0.0000
2020-05-25,BA,Abaré,city,0,0,11,False,20086,2900207,,0.0000
2020-05-24,BA,Abaré,city,0,0,10,False,20086,2900207,,0.0000
2020-05-23,BA,Abaré,city,0,0,9,False,20086,2900207,,0.0000
2020-05-22,BA,Abaré,city,0,0,8,False,20086,2900207,,0.0000
2020-05-21,BA,Abaré,city,0,0,7,False,20086,2900207,,0.0000
2020-05-20,BA,Abaré,city,0,0,6,False,20086,2900207,,0.0000
2020-05-19,BA,Abaré,city,0,0,5,False,20086,2900207,,0.0000
2020-05-18,BA,Abaré,city,0,0,4,False,20086,2900207,,0.0000
2020-05-17,BA,Abaré,city,0,0,3,False,20086,2900207,,0.0000
2020-05-16,BA,Abaré,city,0,0,2,False,20086,2900207,,0.0000
2020-05-15,BA,Abaré,city,1,0,1,False,20086,2900207,4.97859,0.0000
2020-06-27,BA,Abaíra,city,6,0,75,True,8739,2900108,68.65774,0.0000
2020-06-26,BA,Abaíra,city,6,0,74,False,8739,2900108,68.65774,0.0000
2020-06-25,BA,Abaíra,city,6,0,73,False,8739,2900108,68.65774,0.0000
2020-06-24,BA,Abaíra,city,6,0,72,False,8739,2900108,68.65774,0.0000
2020-06-23,BA,Abaíra,city,5,0,71,False,8739,2900108,57.21478,0.0000
2020-06-22,BA,Abaíra,city,5,0,70,False,8739,2900108,57.21478,0.0000
2020-06-21,BA,Abaíra,city,5,0,69,False,8739,2900108,57.21478,0.0000
2020-06-20,BA,Abaíra,city,5,0,68,False,8739,2900108,57.21478,0.0000
2020-06-19,BA,Abaíra,city,5,0,67,False,8739,2900108,57.21478,0.0000
2020-06-18,BA,Abaíra,city,5,0,66,False,8739,2900108,57.21478,0.0000
2020-06-17,BA,Abaíra,city,5,0,65,False,8739,2900108,57.21478,0.0000
2020-06-16,BA,Abaíra,city,5,0,64,False,8739,2900108,57.21478,0.0000
2020-06-15,BA,Abaíra,city,4,0,63,False,8739,2900108,45.77183,0.0000
2020-06-14,BA,Abaíra,city,4,0,62,False,8739,2900108,45.77183,0.0000
2020-06-13,BA,Abaíra,city,4,0,61,False,8739,2900108,45.77183,0.0000
2020-06-12,BA,Abaíra,city,4,0,60,False,8739,2900108,45.77183,0.0000
2020-06-11,BA,Abaíra,city,4,0,59,False,8739,2900108,45.77183,0.0000
2020-06-10,BA,Abaíra,city,4,0,58,False,8739,2900108,45.77183,0.0000
2020-06-09,BA,Abaíra,city,4,0,57,False,8739,2900108,45.77183,0.0000
2020-06-07,BA,Abaíra,city,4,0,56,False,8739,2900108,45.77183,0.0000
2020-06-06,BA,Abaíra,city,4,0,55,False,8739,2900108,45.77183,0.0000
2020-06-05,BA,Abaíra,city,4,0,54,False,8739,2900108,45.77183,0.0000
2020-06-04,BA,Abaíra,city,4,0,53,False,8739,2900108,45.77183,0.0000
2020-06-03,BA,Abaíra,city,4,0,52,False,8739,2900108,45.77183,0.0000
2020-06-02,BA,Abaíra,city,4,0,51,False,8739,2900108,45.77183,0.0000
2020-06-01,BA,Abaíra,city,4,0,50,False,8739,2900108,45.77183,0.0000
2020-05-31,BA,Abaíra,city,4,0,49,False,8739,2900108,45.77183,0.0000
2020-05-30,BA,Abaíra,city,4,0,48,False,8739,2900108,45.77183,0.0000
2020-05-29,BA,Abaíra,city,4,0,47,False,8739,2900108,45.77183,0.0000
2020-05-28,BA,Abaíra,city,4,0,46,False,8739,2900108,45.77183,0.0000
2020-05-27,BA,Abaíra,city,4,0,45,False,8739,2900108,45.77183,0.0000
2020-05-26,BA,Abaíra,city,4,0,44,False,8739,2900108,45.77183,0.0000
2020-05-25,BA,Abaíra,city,5,0,43,False,8739,2900108,57.21478,0.0000
2020-05-24,BA,Abaíra,city,5,0,42,False,8739,2900108,57.21478,0.0000
2020-05-23,BA,Abaíra,city,5,0,41,False,8739,2900108,57.21478,0.0000
2020-05-22,BA,Abaíra,city,4,0,40,False,8739,2900108,45.77183,0.0000
2020-05-21,BA,Abaíra,city,4,0,39,False,8739,2900108,45.77183,0.0000
2020-05-20,BA,Abaíra,city,4,0,38,False,8739,2900108,45.77183,0.0000
2020-05-19,BA,Abaíra,city,4,0,37,False,8739,2900108,45.77183,0.0000
2020-05-18,BA,Abaíra,city,4,0,36,False,8739,2900108,45.77183,0.0000
2020-05-17,BA,Abaíra,city,4,0,35,False,8739,2900108,45.77183,0.0000
2020-05-16,BA,Abaíra,city,5,0,34,False,8739,2900108,57.21478,0.0000
2020-05-15,BA,Abaíra,city,5,0,33,False,8739,2900108,57.21478,0.0000
2020-05-14,BA,Abaíra,city,4,0,32,False,8739,2900108,45.77183,0.0000
2020-05-13,BA,Abaíra,city,4,0,31,False,8739,2900108,45.77183,0.0000
2020-05-12,BA,Abaíra,city,4,0,30,False,8739,2900108,45.77183,0.0000
2020-05-11,BA,Abaíra,city,4,0,29,False,8739,2900108,45.77183,0.0000
2020-05-10,BA,Abaíra,city,4,0,28,False,8739,2900108,45.77183,0.0000
2020-05-09,BA,Abaíra,city,4,0,27,False,8739,2900108,45.77183,0.0000
2020-05-08,BA,Abaíra,city,4,0,26,False,8739,2900108,45.77183,0.0000
2020-05-07,BA,Abaíra,city,4,0,25,False,8739,2900108,45.77183,0.0000
2020-05-06,BA,Abaíra,city,4,0,24,False,8739,2900108,45.77183,0.0000
2020-05-05,BA,Abaíra,city,4,0,23,False,8739,2900108,45.77183,0.0000
2020-05-04,BA,Abaíra,city,4,0,22,False,8739,2900108,45.77183,0.0000
2020-05-03,BA,Abaíra,city,1,0,21,False,8739,2900108,11.44296,0.0000
2020-05-02,BA,Abaíra,city,1,0,20,False,8739,2900108,11.44296,0.0000
2020-05-01,BA,Abaíra,city,1,0,19,False,8739,2900108,11.44296,0.0000
2020-04-30,BA,Abaíra,city,1,0,18,False,8739,2900108,11.44296,0.0000
2020-04-29,BA,Abaíra,city,1,0,17,False,8739,2900108,11.44296,0.0000
2020-04-28,BA,Abaíra,city,1,0,16,False,8739,2900108,11.44296,0.0000
2020-04-27,BA,Abaíra,city,1,0,15,False,8739,2900108,11.44296,0.0000
2020-04-26,BA,Abaíra,city,1,0,14,False,8739,2900108,11.44296,0.0000
2020-04-25,BA,Abaíra,city,1,0,13,False,8739,2900108,11.44296,0.0000
2020-04-24,BA,Abaíra,city,1,0,12,False,8739,2900108,11.44296,0.0000
2020-04-23,BA,Abaíra,city,1,0,11,False,8739,2900108,11.44296,0.0000
2020-04-22,BA,Abaíra,city,1,0,10,False,8739,2900108,11.44296,0.0000
2020-04-21,BA,Abaíra,city,1,0,9,False,8739,2900108,11.44296,0.0000
2020-04-20,BA,Abaíra,city,1,0,8,False,8739,2900108,11.44296,0.0000
2020-04-19,BA,Abaíra,city,1,0,7,False,8739,2900108,11.44296,0.0000
2020-04-18,BA,Abaíra,city,1,0,6,False,8739,2900108,11.44296,0.0000
2020-04-17,BA,Abaíra,city,1,0,5,False,8739,2900108,11.44296,0.0000
2020-04-16,BA,Abaíra,city,1,0,4,False,8739,2900108,11.44296,0.0000
2020-04-15,BA,Abaíra,city,1,0,3,False,8739,2900108,11.44296,0.0000
2020-04-14,BA,Abaíra,city,1,0,2,False,8739,2900108,11.44296,0.0000
2020-04-13,BA,Abaíra,city,1,0,1,False,8739,2900108,11.44296,0.0000
2020-06-27,BA,Acajutiba,city,19,1,66,True,15159,2900306,125.33808,0.0526
2020-06-26,BA,Acajutiba,city,15,1,65,False,15159,2900306,98.95112,0.0667
2020-06-25,BA,Acajutiba,city,11,0,64,False,15159,2900306,72.56415,0.0000
2020-06-24,BA,Acajutiba,city,11,0,63,False,15159,2900306,72.56415,0.0000
2020-06-23,BA,Acajutiba,city,7,0,62,False,15159,2900306,46.17719,0.0000
2020-06-22,BA,Acajutiba,city,7,0,61,False,15159,2900306,46.17719,0.0000
2020-06-21,BA,Acajutiba,city,7,0,60,False,15159,2900306,46.17719,0.0000
2020-06-20,BA,Acajutiba,city,7,0,59,False,15159,2900306,46.17719,0.0000
2020-06-19,BA,Acajutiba,city,5,0,58,False,15159,2900306,32.98371,0.0000
2020-06-18,BA,Acajutiba,city,5,0,57,False,15159,2900306,32.98371,0.0000
2020-06-17,BA,Acajutiba,city,5,0,56,False,15159,2900306,32.98371,0.0000
2020-06-16,BA,Acajutiba,city,5,0,55,False,15159,2900306,32.98371,0.0000
2020-06-15,BA,Acajutiba,city,5,0,54,False,15159,2900306,32.98371,0.0000
2020-06-14,BA,Acajutiba,city,5,0,53,False,15159,2900306,32.98371,0.0000
2020-06-13,BA,Acajutiba,city,5,0,52,False,15159,2900306,32.98371,0.0000
2020-06-12,BA,Acajutiba,city,5,0,51,False,15159,2900306,32.98371,0.0000
2020-06-11,BA,Acajutiba,city,5,0,50,False,15159,2900306,32.98371,0.0000
2020-06-10,BA,Acajutiba,city,5,0,49,False,15159,2900306,32.98371,0.0000
2020-06-09,BA,Acajutiba,city,5,0,48,False,15159,2900306,32.98371,0.0000
2020-06-07,BA,Acajutiba,city,4,0,47,False,15159,2900306,26.38696,0.0000
2020-06-06,BA,Acajutiba,city,3,0,46,False,15159,2900306,19.79022,0.0000
2020-06-05,BA,Acajutiba,city,3,0,45,False,15159,2900306,19.79022,0.0000
2020-06-04,BA,Acajutiba,city,3,0,44,False,15159,2900306,19.79022,0.0000
2020-06-03,BA,Acajutiba,city,3,0,43,False,15159,2900306,19.79022,0.0000
2020-06-02,BA,Acajutiba,city,3,0,42,False,15159,2900306,19.79022,0.0000
2020-06-01,BA,Acajutiba,city,3,0,41,False,15159,2900306,19.79022,0.0000
2020-05-31,BA,Acajutiba,city,3,0,40,False,15159,2900306,19.79022,0.0000
2020-05-30,BA,Acajutiba,city,3,0,39,False,15159,2900306,19.79022,0.0000
2020-05-29,BA,Acajutiba,city,3,0,38,False,15159,2900306,19.79022,0.0000
2020-05-28,BA,Acajutiba,city,2,0,37,False,15159,2900306,13.19348,0.0000
2020-05-27,BA,Acajutiba,city,1,0,36,False,15159,2900306,6.59674,0.0000
2020-05-26,BA,Acajutiba,city,1,0,35,False,15159,2900306,6.59674,0.0000
2020-05-25,BA,Acajutiba,city,1,0,34,False,15159,2900306,6.59674,0.0000
2020-05-24,BA,Acajutiba,city,1,0,33,False,15159,2900306,6.59674,0.0000
2020-05-23,BA,Acajutiba,city,1,0,32,False,15159,2900306,6.59674,0.0000
2020-05-22,BA,Acajutiba,city,1,0,31,False,15159,2900306,6.59674,0.0000
2020-05-21,BA,Acajutiba,city,1,0,30,False,15159,2900306,6.59674,0.0000
2020-05-20,BA,Acajutiba,city,1,0,29,False,15159,2900306,6.59674,0.0000
2020-05-19,BA,Acajutiba,city,1,0,28,False,15159,2900306,6.59674,0.0000
2020-05-18,BA,Acajutiba,city,1,0,27,False,15159,2900306,6.59674,0.0000
2020-05-17,BA,Acajutiba,city,1,0,26,False,15159,2900306,6.59674,0.0000
2020-05-16,BA,Acajutiba,city,1,0,25,False,15159,2900306,6.59674,0.0000
2020-05-15,BA,Acajutiba,city,1,0,24,False,15159,2900306,6.59674,0.0000
2020-05-14,BA,Acajutiba,city,1,0,23,False,15159,2900306,6.59674,0.0000
2020-05-13,BA,Acajutiba,city,1,0,22,False,15159,2900306,6.59674,0.0000
2020-05-12,BA,Acajutiba,city,1,0,21,False,15159,2900306,6.59674,0.0000
2020-05-11,BA,Acajutiba,city,1,0,20,False,15159,2900306,6.59674,0.0000
2020-05-10,BA,Acajutiba,city,1,0,19,False,15159,2900306,6.59674,0.0000
2020-05-09,BA,Acajutiba,city,1,0,18,False,15159,2900306,6.59674,0.0000
2020-05-08,BA,Acajutiba,city,1,0,17,False,15159,2900306,6.59674,0.0000
2020-05-07,BA,Acajutiba,city,1,0,16,False,15159,2900306,6.59674,0.0000
2020-05-06,BA,Acajutiba,city,1,0,15,False,15159,2900306,6.59674,0.0000
2020-05-05,BA,Acajutiba,city,1,0,14,False,15159,2900306,6.59674,0.0000
2020-05-04,BA,Acajutiba,city,1,0,13,False,15159,2900306,6.59674,0.0000
2020-05-03,BA,Acajutiba,city,1,0,12,False,15159,2900306,6.59674,0.0000
2020-05-02,BA,Acajutiba,city,1,0,11,False,15159,2900306,6.59674,0.0000
2020-05-01,BA,Acajutiba,city,1,0,10,False,15159,2900306,6.59674,0.0000
2020-04-30,BA,Acajutiba,city,1,0,9,False,15159,2900306,6.59674,0.0000
2020-04-29,BA,Acajutiba,city,1,0,8,False,15159,2900306,6.59674,0.0000
2020-04-28,BA,Acajutiba,city,1,0,7,False,15159,2900306,6.59674,0.0000
2020-04-27,BA,Acajutiba,city,1,0,6,False,15159,2900306,6.59674,0.0000
2020-04-26,BA,Acajutiba,city,1,0,5,False,15159,2900306,6.59674,0.0000
2020-04-25,BA,Acajutiba,city,1,0,4,False,15159,2900306,6.59674,0.0000
2020-04-24,BA,Acajutiba,city,1,0,3,False,15159,2900306,6.59674,0.0000
2020-04-23,BA,Acajutiba,city,1,0,2,False,15159,2900306,6.59674,0.0000
2020-04-22,BA,Acajutiba,city,1,0,1,False,15159,2900306,6.59674,0.0000
2020-06-27,BA,Adustina,city,19,1,84,True,17040,2900355,111.50235,0.0526
2020-06-26,BA,Adustina,city,13,1,83,False,17040,2900355,76.29108,0.0769
2020-06-25,BA,Adustina,city,12,1,82,False,17040,2900355,70.42254,0.0833
2020-06-24,BA,Adustina,city,12,1,81,False,17040,2900355,70.42254,0.0833
2020-06-23,BA,Adustina,city,9,1,80,False,17040,2900355,52.81690,0.1111
2020-06-22,BA,Adustina,city,9,1,79,False,17040,2900355,52.81690,0.1111
2020-06-21,BA,Adustina,city,9,1,78,False,17040,2900355,52.81690,0.1111
2020-06-20,BA,Adustina,city,8,1,77,False,17040,2900355,46.94836,0.1250
2020-06-19,BA,Adustina,city,7,1,76,False,17040,2900355,41.07981,0.1429
2020-06-18,BA,Adustina,city,7,1,75,False,17040,2900355,41.07981,0.1429
2020-06-17,BA,Adustina,city,7,1,74,False,17040,2900355,41.07981,0.1429
2020-06-16,BA,Adustina,city,7,1,73,False,17040,2900355,41.07981,0.1429
2020-06-15,BA,Adustina,city,5,1,72,False,17040,2900355,29.34272,0.2000
2020-06-14,BA,Adustina,city,5,1,71,False,17040,2900355,29.34272,0.2000
2020-06-13,BA,Adustina,city,4,1,70,False,17040,2900355,23.47418,0.2500
2020-06-12,BA,Adustina,city,4,1,69,False,17040,2900355,23.47418,0.2500
2020-06-11,BA,Adustina,city,3,1,68,False,17040,2900355,17.60563,0.3333
2020-06-10,BA,Adustina,city,3,1,67,False,17040,2900355,17.60563,0.3333
2020-06-09,BA,Adustina,city,3,1,66,False,17040,2900355,17.60563,0.3333
2020-06-07,BA,Adustina,city,3,1,65,False,17040,2900355,17.60563,0.3333
2020-06-06,BA,Adustina,city,3,1,64,False,17040,2900355,17.60563,0.3333
2020-06-05,BA,Adustina,city,3,1,63,False,17040,2900355,17.60563,0.3333
2020-06-04,BA,Adustina,city,3,1,62,False,17040,2900355,17.60563,0.3333
2020-06-03,BA,Adustina,city,3,1,61,False,17040,2900355,17.60563,0.3333
2020-06-02,BA,Adustina,city,4,1,60,False,17040,2900355,23.47418,0.2500
2020-06-01,BA,Adustina,city,3,1,59,False,17040,2900355,17.60563,0.3333
2020-05-31,BA,Adustina,city,3,1,58,False,17040,2900355,17.60563,0.3333
2020-05-30,BA,Adustina,city,3,1,57,False,17040,2900355,17.60563,0.3333
2020-05-29,BA,Adustina,city,3,1,56,False,17040,2900355,17.60563,0.3333
2020-05-28,BA,Adustina,city,2,1,55,False,17040,2900355,11.73709,0.5000
2020-05-27,BA,Adustina,city,2,1,54,False,17040,2900355,11.73709,0.5000
2020-05-26,BA,Adustina,city,2,1,53,False,17040,2900355,11.73709,0.5000
2020-05-25,BA,Adustina,city,2,1,52,False,17040,2900355,11.73709,0.5000
2020-05-24,BA,Adustina,city,2,1,51,False,17040,2900355,11.73709,0.5000
2020-05-23,BA,Adustina,city,2,1,50,False,17040,2900355,11.73709,0.5000
2020-05-22,BA,Adustina,city,1,1,49,False,17040,2900355,5.86854,1.0000
2020-05-21,BA,Adustina,city,1,1,48,False,17040,2900355,5.86854,1.0000
2020-05-20,BA,Adustina,city,1,1,47,False,17040,2900355,5.86854,1.0000
2020-05-19,BA,Adustina,city,1,1,46,False,17040,2900355,5.86854,1.0000
2020-05-18,BA,Adustina,city,1,1,45,False,17040,2900355,5.86854,1.0000
2020-05-17,BA,Adustina,city,1,1,44,False,17040,2900355,5.86854,1.0000
2020-05-16,BA,Adustina,city,1,1,43,False,17040,2900355,5.86854,1.0000
2020-05-15,BA,Adustina,city,1,1,42,False,17040,2900355,5.86854,1.0000
