date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-04-14,Galicia,,autonomous_community,GA,,299,2471,282
2020-04-13,Galicia,,autonomous_community,GA,,290,2403,280
2020-04-12,Galicia,,autonomous_community,GA,,284,2344,275
2020-04-11,Galicia,,autonomous_community,GA,,274,2306,267
2020-04-10,Galicia,,autonomous_community,GA,,261,2215,264
2020-04-09,Galicia,,autonomous_community,GA,,243,2165,263
2020-04-08,Galicia,,autonomous_community,GA,,231,2094,260
2020-04-07,Galicia,,autonomous_community,GA,,213,2014,256
2020-04-06,Galicia,,autonomous_community,GA,,204,1968,253
2020-04-05,Galicia,,autonomous_community,GA,,190,1916,245
2020-04-04,Galicia,,autonomous_community,GA,,174,1831,237
2020-04-03,Galicia,,autonomous_community,GA,,159,1767,229
2020-04-02,Galicia,,autonomous_community,GA,,138,1630,219
2020-04-01,Galicia,,autonomous_community,GA,,120,1447,212
2020-03-31,Galicia,,autonomous_community,GA,,103,1338,203
2020-03-30,Galicia,,autonomous_community,GA,,84,1250,189
2020-03-29,Galicia,,autonomous_community,GA,,66,1147,176
2020-03-28,Galicia,,autonomous_community,GA,,60,1043,159
2020-03-27,Galicia,,autonomous_community,GA,,47,906,141
2020-03-26,Galicia,,autonomous_community,GA,,43,557,122
2020-03-25,Galicia,,autonomous_community,GA,,32,503,107
2020-03-24,Galicia,,autonomous_community,GA,,27,412,100
2020-03-23,Galicia,,autonomous_community,GA,,20,338,78
2020-03-22,Galicia,,autonomous_community,GA,,18,270,62
2020-03-21,Galicia,,autonomous_community,GA,,12,227,50
2020-03-20,Galicia,,autonomous_community,GA,,9,168,40
2020-03-19,Galicia,,autonomous_community,GA,,5,138,34
2020-03-18,Galicia,,autonomous_community,GA,,4,100,24
2020-03-17,Galicia,,autonomous_community,GA,,3,63,17
2020-03-16,Galicia,,autonomous_community,GA,,3,49,12
2020-03-15,Galicia,,autonomous_community,GA,,2,49,8
2020-03-14,Galicia,,autonomous_community,GA,,2,32,6
2020-03-13,Galicia,,autonomous_community,GA,,0,32,6
2020-03-12,Galicia,,autonomous_community,GA,,0,15,6
2020-03-11,Galicia,,autonomous_community,GA,,0,7,2
2020-03-10,Galicia,,autonomous_community,GA,,0,7,2
2020-03-09,Galicia,,autonomous_community,GA,,0,,2
2020-03-08,Galicia,,autonomous_community,GA,,0,,2
2020-03-07,Galicia,,autonomous_community,GA,,,,
2020-03-06,Galicia,,autonomous_community,GA,,,,
2020-03-05,Galicia,,autonomous_community,GA,,,,
2020-03-04,Galicia,,autonomous_community,GA,,,,
2020-03-03,Galicia,,autonomous_community,GA,,,,
2020-03-02,Galicia,,autonomous_community,GA,,,,
2020-03-01,Galicia,,autonomous_community,GA,,,,
2020-02-29,Galicia,,autonomous_community,GA,,,,
2020-02-28,Galicia,,autonomous_community,GA,,,,
2020-02-27,Galicia,,autonomous_community,GA,,,,
2020-02-26,Galicia,,autonomous_community,GA,,,,
2020-02-25,Galicia,,autonomous_community,GA,,,,
2020-02-24,Galicia,,autonomous_community,GA,,,,
2020-02-23,Galicia,,autonomous_community,GA,,,,
2020-02-22,Galicia,,autonomous_community,GA,,,,
2020-02-21,Galicia,,autonomous_community,GA,,,,
2020-02-20,Galicia,,autonomous_community,GA,,,,
